名称,品牌,商圈,商圈距离m,own_S,D,P,D×P,商圈中位D×P,uplift,低证据点,采用
古茗(定海大丰店),古茗,好又多购物中心(沥大线店),603,2.2,0.0,1.0,0.0,0.0,,Y,
古茗(定海欣港路店),古茗,天龙家电商场(沥观路店),507,2.2,0.8,0.6523,0.522,0.544,,,
沪上阿姨·精选茶饮(舟山岱山店),沪上阿姨,日达商场,54,1.8,4.2,0.4423,1.858,1.237,,,
麦记牛奶(舟山宝龙广场店),麦记牛奶,舟山宝龙广场,54,1.4,20.4,0.1607,3.279,3.93,0.8343,,Y
茶百道(舟山嵊泗沙河店),茶百道,良友商场,35,1.8,4.4,0.5244,2.307,2.373,,,
麦记牛奶(东港凯虹广场店),麦记牛奶,凯虹广场(普陀店),5,1.4,8.8,0.2196,1.932,2.753,0.7018,,Y
CoCo都可(嵊泗菜园店),CoCo,东海商场,158,1.8,6.8,0.9296,6.321,6.321,,,
CoCo都可岱山华枫花园店,CoCo,三江购物(城市半岛店),241,1.8,4.4,0.7281,3.204,4.758,,,
蜜雪冰城(舟山嵊泗列岛风景名胜区店),蜜雪冰城,良友商场,42,2.5,3.6,0.6774,2.439,2.373,,,
古茗(舟山衢山店),古茗,瀛洲商城,278,2.2,0.4,0.7035,0.281,0.293,,,
蜜雪冰城(衢山景区店),蜜雪冰城,瀛洲商城,252,2.5,0.4,0.7313,0.293,0.293,,,
CoCo都可(衢山店),CoCo,瀛洲商城,168,1.8,0.4,0.7748,0.31,0.293,,,
蜜雪冰城(欣港路店),蜜雪冰城,天龙家电商场(沥观路店),509,2.5,0.8,0.7078,0.566,0.544,,,
古茗(椒江康平路店),古茗,亿嘉时代广场,268,2.2,28.4,0.5611,15.934,14.502,,,
茶百道(康平路店),茶百道,亿嘉时代广场,279,1.8,26.0,0.4674,12.153,14.502,,,
蜜雪冰城(康平路店),蜜雪冰城,亿嘉时代广场,331,2.5,24.4,0.6943,16.94,14.502,,,
春莱(台州椒江店),春莱,第一时间生活广场,42,1.4,32.6,0.3367,10.977,13.78,,,
1点点(康平路店),一点点,亿嘉时代广场,383,1.6,22.0,0.5941,13.07,14.502,,,
古茗(耀达路天桥店),古茗,第一时间生活广场,39,2.2,32.6,0.5087,16.582,13.78,,,
霸王茶姬(意得广场店),霸王茶姬,意得广场,4,2.0,31.0,0.2416,7.489,7.489,1.0,,Y
蜜雪冰城(东商务区店),蜜雪冰城,台州市耀DALU商业街,102,2.5,32.8,0.5612,18.409,13.287,,,
茉莉奶白(台州椒江意得广场店),茉莉奶白,意得广场,33,1.5,32.0,0.1931,6.179,7.489,0.8251,,Y
喜茶(台州意得广场店),喜茶,意得广场,43,2.0,32.0,0.2524,8.078,7.489,1.0787,,Y
1点点(台州耀达路店),一点点,现代新天地,13,1.6,25.6,0.1876,4.801,5.906,,,
爷爷不泡茶NOYEYENOTEA(台州意得广场店),爷爷不泡茶,意得广场,9,2.0,31.0,0.2265,7.021,7.489,0.9375,,Y
蜜雪冰城(现代天地店),蜜雪冰城,现代新天地,21,2.5,24.8,0.3858,9.567,5.906,,,
LINLEE林里·手打柠檬茶(现代新天地店),LINLEE,台州市耀DALU商业街,32,1.5,28.8,0.2835,8.166,13.287,,,
古茗(椒江意得广场店),古茗,意得广场,38,2.2,32.0,0.2668,8.538,7.489,1.1401,,Y
蜜雪冰城(意得店),蜜雪冰城,意得广场,8,2.5,31.0,0.2909,9.017,7.489,1.2041,,Y
奈雪的茶(台州青悦城PRO店),奈雪,台州青悦城购物中心,88,1.8,32.6,0.5611,18.293,13.321,1.3733,,Y
古茗(椒江耀达路店),古茗,现代新天地,12,2.2,25.6,0.2508,6.421,5.906,,,
CoCo都可(台州青悦城购物中心店),CoCo,台州青悦城购物中心,22,1.8,31.0,0.3576,11.085,13.321,0.8322,,Y
沪上阿姨鲜果茶(现代天地美食服饰休闲广场店),沪上阿姨,现代新天地,13,1.8,25.6,0.2106,5.391,5.906,,,
茶百道(椒江青悦城店),茶百道,台州青悦城购物中心,31,1.8,31.8,0.3376,10.734,13.321,0.8058,,Y
CHAGEE霸王茶姬(浙江台州椒江青悦城店),霸王茶姬,台州青悦城购物中心,85,2.0,31.8,0.4639,14.752,13.321,1.1075,,Y
古茗(椒江青悦城店),古茗,台州青悦城购物中心,55,2.2,31.8,0.4189,13.321,13.321,1.0,,Y
茉酸奶(意得广场店),茉酸奶,意得广场,37,1.6,32.0,0.2205,7.056,7.489,0.9422,,Y
蜜雪冰城(椒江界牌店),蜜雪冰城,耀达百货(台州椒江店),798,2.5,13.6,0.707,9.615,9.615,,,
茶百道(台州椒江欧尚店),茶百道,耀达百货(台州椒江店),802,1.8,13.6,0.56,7.617,9.615,,,
古茗(椒江大润发店),古茗,耀达百货(台州椒江店),781,2.2,14.4,0.9102,13.107,9.615,,,
CHAGEE霸王茶姬(浙江台州椒江腾达中心店),霸王茶姬,台州腾达中心,65,2.0,9.0,0.8576,7.719,12.835,0.6013,,Y
蜜雪冰城(星星广场店),蜜雪冰城,十足便利店(台州城市之光店),281,2.5,10.0,0.853,8.53,8.355,,,
喜茶(台州椒江平桥店),喜茶,台州玉兰广场,517,2.0,9.6,0.4338,4.164,5.468,0.7615,,Y
古茗(椒江湖滨小区店),古茗,优加购物广场,185,2.2,10.6,0.9505,10.076,4.008,2.5139,,Y
CHAGEE霸王茶姬(优加购物广场店),霸王茶姬,优加购物广场,27,2.0,8.2,0.9408,7.714,4.008,1.9248,,Y
1点点(学院路店),一点点,台州玉兰广场,517,1.6,10.4,0.3573,3.716,5.468,0.6795,,Y
蜜雪冰城(万华城店),蜜雪冰城,威龙葡萄酒商城酒业(世纪商城新安路店),166,2.5,9.4,0.6215,5.842,4.982,,,
古茗(东环大道店),古茗,十足便利店(台州城市之光店),225,2.2,10.0,0.818,8.18,8.355,,,
瑞幸咖啡(台州椒江商业街店),瑞幸,台州开发区商业街,52,2.2,15.0,0.8409,12.613,5.897,2.1388,,Y
CHAGEE霸王茶姬(玉环万达店),霸王茶姬,万达影城(台州椒江万达店),105,2.0,13.6,0.4162,5.66,5.497,,,
茶百道(台州椒江万华城店),茶百道,威龙葡萄酒商城酒业(世纪商城新安路店),197,1.8,9.4,0.4474,4.206,4.982,,,
蜜雪冰城(平桥综合楼店),蜜雪冰城,台州玉兰广场,523,2.5,13.6,0.4891,6.652,5.468,1.2164,,Y
古茗(椒江腾达中心店),古茗,台州腾达中心,94,2.2,12.2,0.865,10.553,12.835,0.8222,,Y
luckin coffee 瑞幸咖啡(学院路店),瑞幸,台州玉兰广场,526,2.2,9.6,0.5696,5.468,5.468,1.0,,Y
1点点(椒江商业街店),一点点,商业街,184,1.6,12.6,0.5195,6.546,6.888,,,
爷爷不泡茶NOYEYENOTEA(台州经开万达广场店),爷爷不泡茶,室内步行街(台州经开万达广场店),74,2.0,13.6,0.393,5.345,5.4,,,
古茗(椒江平桥店),古茗,台州玉兰广场,507,2.2,12.8,0.4711,6.031,5.468,1.1028,,Y
1点点(椒江万达广场店),一点点,万达影城(台州椒江万达店),127,1.6,13.6,0.3944,5.364,5.497,,,
瑞幸咖啡(台州椒江岩屿路店),瑞幸,环球文体商场,465,2.2,9.2,0.5493,5.054,5.054,,,
爷爷不泡茶NOYEYENOTEA(台州椒江宝龙城店),爷爷不泡茶,台州椒江宝龙城,24,2.0,3.4,0.475,1.615,1.692,0.9543,,Y
蜜雪冰城(经中路店),蜜雪冰城,商业街,195,2.5,13.6,0.6299,8.567,6.888,,,
古茗(椒江商业街店),古茗,商业街,183,2.2,12.6,0.5467,6.888,6.888,,,
茶百道(台州椒江宝龙城店),茶百道,台州椒江宝龙城,63,1.8,4.2,0.4341,1.823,1.692,1.0774,,Y
茉莉奶白(台州椒江宝龙城店),茉莉奶白,台州椒江宝龙城,18,1.5,3.4,0.2937,0.999,1.692,0.59,,Y
蜜雪冰城岩屿路店,蜜雪冰城,农产品商城,510,2.5,7.2,0.7093,5.107,2.648,1.9287,,Y
古茗(椒江经中路店),古茗,台州开发区商业街,528,2.2,10.4,0.5671,5.897,5.897,1.0,,Y
蜜雪冰城(塘岸店),蜜雪冰城,台州开发区商业街,530,2.5,10.4,0.6284,6.536,5.897,1.1082,,Y
古茗(椒江万华城店),古茗,威龙葡萄酒商城酒业(世纪商城新安路店),209,2.2,9.4,0.53,4.982,4.982,,,
沪上阿姨·精选茶饮(台州椒江宝龙城店),沪上阿姨,台州椒江宝龙城,12,1.8,3.4,0.3498,1.189,1.692,0.7027,,Y
瑞幸咖啡(台州椒兰汇店),瑞幸,优加购物广场,607,2.2,4.8,0.835,4.008,4.008,1.0,,Y
蜜雪冰城(万达大厦店),蜜雪冰城,室内步行街(台州经开万达广场店),21,2.5,14.4,0.4612,6.641,5.4,,,
古茗(椒江万达店),古茗,室内步行街(台州经开万达广场店),50,2.2,13.6,0.4012,5.456,5.4,,,
1点点(台州椒江宝龙城店),一点点,台州椒江宝龙城,120,1.6,4.2,0.4214,1.77,1.692,1.0457,,Y
瑞幸咖啡(台州职业技术学院店),瑞幸,台州腾达中心,451,2.2,18.6,0.8004,14.887,12.835,1.1598,,Y
蜜雪冰城(椒江解放南路店),蜜雪冰城,好宜卖眼镜商城(华晨山庄店),472,2.5,5.0,0.6207,3.103,2.949,,,
古茗(椒江解放南路店),古茗,好宜卖眼镜商城(华晨山庄店),467,2.2,5.0,0.5589,2.795,2.949,,,
古茗(椒江红旗店),古茗,环球文体商场,464,2.2,9.2,0.6002,5.522,5.054,,,
古茗(椒江宝龙店),古茗,台州椒江宝龙城,131,2.2,2.6,0.7517,1.955,1.692,1.1549,,Y
古茗(椒江星明路店),古茗,农产品商城,54,2.2,5.0,0.5208,2.604,2.648,0.9835,,Y
蜜雪冰城(椒江宝龙店),蜜雪冰城,台州椒江宝龙城,73,2.5,4.2,0.5495,2.308,1.692,1.3637,,Y
古茗(椒江万达金街店),古茗,万达影城(台州椒江万达店),59,2.2,12.8,0.4399,5.63,5.497,,,
蜜雪冰城(新世纪商城店),蜜雪冰城,葭沚新世纪商城,83,2.5,9.4,0.8885,8.352,8.352,,,
古茗(岩屿路1店),古茗,农产品商城,486,2.2,6.8,0.3501,2.381,2.648,0.8991,,Y
蜜雪冰城(星明路店),蜜雪冰城,农产品商城,51,2.5,5.0,0.5616,2.808,2.648,1.0604,,Y
古茗(椒江红旗店),古茗,农产品商城,481,2.2,6.8,0.3575,2.431,2.648,0.9181,,Y
古茗(椒江海龙路店),古茗,优加购物广场,793,2.2,4.8,0.6756,3.243,4.008,0.8091,,Y
茉酸奶(台州椒江万达广场店),茉酸奶,室内步行街(台州经开万达广场店),68,1.6,13.6,0.3017,4.103,5.4,,,
古茗(椒江天璟御府店),古茗,台州开发区商业街,956,2.2,1.6,0.8794,1.407,5.897,,Y,
蜜雪冰城(海龙路店),蜜雪冰城,优加购物广场,742,2.5,4.8,0.8019,3.849,4.008,0.9603,,Y
茶百道(台州职业技术学院店(新)),茶百道,台州腾达中心,518,1.8,16.0,0.7728,12.366,12.835,0.9634,,Y
瑞幸咖啡(台州天璟誉府大师店),瑞幸,台州开发区商业街,834,2.2,4.0,0.6207,2.483,5.897,0.421,,Y
蜜雪冰城(机场北路店),蜜雪冰城,台州开发区商业街,824,2.5,4.0,0.6749,2.7,5.897,0.4578,,Y
古茗(台州职业技术学院店),古茗,台州腾达中心,328,2.2,17.0,0.7827,13.305,12.835,1.0366,,Y
沪上阿姨(葭中路店),沪上阿姨,台州椒江宝龙城,244,1.8,1.8,0.7587,1.366,1.692,0.8069,,Y
蜜雪冰城(中山路店),蜜雪冰城,银河商城南区,86,2.5,3.8,0.9238,3.51,3.51,,,
蜜雪冰城(花园新村店),蜜雪冰城,环球文体商场,473,2.5,6.0,0.4985,2.991,5.054,,,
霸王茶姬(浙江台州椒江锦江百货店),霸王茶姬,锦江百货(椒江店),39,2.0,2.4,0.8586,2.061,2.061,,Y,
古茗(银河商城店),古茗,银河商城(中山西路),67,2.2,3.4,0.8817,2.998,2.998,,,
茶百道(台州职业技术学院店),茶百道,台州腾达中心,386,1.8,18.6,0.7212,13.415,12.835,1.0451,,Y
古茗岩屿路,古茗,农产品商城,491,2.2,6.6,0.4078,2.692,2.648,1.0165,,Y
古茗,古茗,台州开发区商业街,160,2.2,13.4,0.6987,9.362,5.897,1.5875,,Y
CoCo都可(银河商城店),CoCo,银河商城(北区),19,1.8,1.6,0.8853,1.416,1.416,,Y,
喜茶(台州椒江景元路店),喜茶,泰民购物广场,583,2.0,1.6,0.3301,0.528,0.864,0.6115,,Y
茶百道(台州椒江一中店),茶百道,泰民购物广场,225,1.8,2.6,0.3524,0.916,0.864,1.061,,Y
古茗(中山东路店),古茗,海门老街,443,2.2,1.0,0.8047,0.805,0.58,,Y,
古茗(椒江金地店),古茗,中城广场,71,2.2,0.6,0.8891,0.533,0.436,,Y,
古茗(椒江育才路店),古茗,海门老街,596,2.2,0.8,0.5375,0.43,0.58,,,
爷爷不泡茶NOYEYENOTEA(台州椒江景元路店),爷爷不泡茶,泰民购物广场,592,2.0,1.6,0.4465,0.714,0.864,0.8271,,Y
古茗(椒江陶王店),古茗,泰民购物广场,231,2.2,2.6,0.3705,0.963,0.864,1.1155,,Y
蜜雪冰城(台州一中店),蜜雪冰城,泰民购物广场,241,2.5,1.8,0.4986,0.898,0.864,1.0392,,Y
蜜雪冰城金地中城店(暂停营业),蜜雪冰城,中城广场,65,2.5,0.4,0.8467,0.339,0.436,,Y,
古茗(椒江景元路店)(装修中),古茗,泰民购物广场,581,2.2,1.6,0.358,0.573,0.864,0.6632,,Y
蜜雪冰城(中山东路店),蜜雪冰城,海门老街,511,2.5,0.8,0.8483,0.679,0.58,,Y,
古茗(椒江东山店),古茗,东山购物中心(椒江东山店),266,2.2,0.2,0.976,0.195,0.195,,Y,
蜜雪冰城(育才路店),蜜雪冰城,海门老街,584,2.5,0.8,0.6012,0.481,0.58,,,
蜜雪冰城(景园路店),蜜雪冰城,泰民购物广场,610,2.5,1.6,0.5398,0.864,0.864,1.0,,Y
霸王茶姬(浙江台州椒江金地广场店),霸王茶姬,吾悦广场(台州湾店),32,2.0,0.2,0.9888,0.198,0.499,,Y,
1点点(景元路店),一点点,泰民购物广场,603,1.6,1.6,0.326,0.522,0.864,0.6039,,Y
古茗(椒江华鸿天悦外滩店),古茗,新明国际家居生活广场,821,2.2,1.6,1.0,1.6,1.6,,Y,
蜜雪冰城(海景名苑店),蜜雪冰城,吾悦广场(台州湾店),875,2.5,0.8,1.0,0.8,0.499,,Y,
古茗(椒江景元路店),古茗,泰民购物广场,554,2.2,1.6,0.5898,0.944,0.864,1.0926,,Y
古茗(洪家后高桥店),古茗,红星美凯龙台州洪家商场,666,2.2,1.6,0.6926,1.108,1.149,,,
蜜雪冰城(洪家后高桥店),蜜雪冰城,红星美凯龙台州洪家商场,674,2.5,1.6,0.7442,1.191,1.149,,,
古茗(椒江洪家店),古茗,洪家大卖场,93,2.2,0.2,0.4084,0.082,0.092,,,
茶百道(台州椒江洪家店),茶百道,洪家大卖场,91,1.8,0.2,0.3392,0.068,0.092,,,
蜜雪冰城(车站街店),蜜雪冰城,洪家大卖场,110,2.5,0.2,0.5092,0.102,0.092,,,
古茗(洪家洪三西路店),古茗,洪家大卖场,360,2.2,1.0,0.9165,0.916,0.092,,Y,
古茗(椒江章安二店),古茗,爱家购物中心,98,2.2,1.0,1.0,1.0,1.0,,Y,
古茗(椒江章安一店),古茗,回浦商业街,11,2.2,1.4,0.5907,0.827,0.869,,,
古茗(前所车站店),古茗,大拇指购物中心(椒江前所店),242,2.2,0.2,0.5506,0.11,0.116,,,
蜜雪冰城(章安店),蜜雪冰城,回浦商业街,27,2.5,1.4,0.6514,0.912,0.869,,,
蜜雪冰城(前所店),蜜雪冰城,大拇指购物中心(椒江前所店),236,2.5,0.2,0.6127,0.123,0.116,,,
古茗(椒江三甲镇店),古茗,宇龙家电商场,168,2.2,1.8,0.8702,1.566,1.59,,Y,
蜜雪冰城(洪三路店),蜜雪冰城,宇龙家电商场,81,2.5,1.8,0.8964,1.614,1.59,,Y,
蜜雪冰城(月河北街),蜜雪冰城,统采商城(台州旅游购物中心泰隆街店),857,2.5,0.0,1.0,0.0,0.0,,Y,
CHAGEE霸王茶姬(浙江台州路桥吾悦广场店),霸王茶姬,吾悦广场(台州路桥店),119,2.0,7.4,0.6086,4.503,4.766,0.9448,,Y
喜茶(台州路桥吾悦广场店),喜茶,吾悦广场(台州路桥店),75,2.0,8.2,0.6133,5.029,4.766,1.0552,,Y
沪上阿姨·精选茶饮(台州路桥吾悦广场店),沪上阿姨,吾悦广场(台州路桥店),45,1.8,9.0,0.4643,4.178,4.766,0.8766,,Y
古茗(路桥吾悦广场店),古茗,吾悦广场(台州路桥店),19,2.2,9.0,0.5902,5.312,4.766,1.1145,,Y
茶百道(台州路桥吾悦广场店),茶百道,吾悦广场(台州路桥店),89,1.8,8.2,0.5003,4.103,4.766,0.8608,,Y
蜜雪冰城(吾悦广场店),蜜雪冰城,吾悦广场(台州路桥店),79,2.5,8.2,0.6364,5.219,4.766,1.0949,,Y
裕莲茶楼(台州温岭银泰百货店),裕莲茶楼,银泰百货顾客服务,14,1.5,1.2,0.3725,0.447,0.55,,,
沪上阿姨·精选茶饮(台州三门首府店),沪上阿姨,万国·首府广场,66,1.8,0.6,0.7305,0.438,0.46,,,
古茗(温岭大溪二店),古茗,大溪多方里购物中心,185,2.2,1.0,0.9333,0.933,0.747,,Y,
古茗(临海紫阳街口店),古茗,紫阳街,479,2.2,1.8,0.5741,1.033,1.271,,,
古茗(临海紫阳街口店),古茗,紫阳街,518,2.2,1.6,0.9021,1.443,1.271,,Y,
宝圆圆·现炒珍珠奶茶(路桥中盛广场店),宝圆圆,中盛城市广场,9,1.3,1.6,0.6254,1.001,1.001,,,
CHAGEE霸王茶姬(临海银泰城店),霸王茶姬,银泰百货(临海店),56,2.0,13.2,0.5549,7.324,7.001,1.0462,,Y
古茗(温岭银泰负一楼店),古茗,银泰百货(温岭店),26,2.2,1.2,0.6154,0.738,0.738,,,
古茗(温岭松门店),古茗,迪斯伦鞋服商场(文化路店),128,2.2,0.6,1.0,0.6,0.6,,Y,
古茗(温岭汇头王店),古茗,汇头王商业街,177,2.2,9.6,0.9841,9.447,9.447,,,
古茗(仙居白塔店),古茗,白塔镇商贸城,138,2.2,0.2,1.0,0.2,0.2,,Y,
麦记牛奶(赭溪老街店),麦记牛奶,赭溪老街,522,1.4,1.6,0.8586,1.374,1.616,,Y,
古茗(温岭大溪一店),古茗,大溪多方里购物中心,262,2.2,0.6,0.9333,0.56,0.747,,Y,
沪上阿姨·精选茶饮(台州路桥金清店),沪上阿姨,鼎万佳家具商场,424,1.8,1.0,0.6945,0.694,0.15,,,
古茗(临海第五中学店),古茗,仁国烟酒商场(人民路店),147,2.2,4.4,1.0,4.4,4.4,,,
古茗(温岭大溪三店),古茗,安平东路,173,2.2,1.0,1.0,1.0,1.0,,Y,
沪上阿姨·精选茶饮(台州黄岩吾悦店),沪上阿姨,吾悦广场(台州黄岩店),153,1.8,7.6,0.9726,7.392,7.392,,,
古茗(石塘上马法庭店),古茗,佳宏商业街(佳宏铭苑店),815,2.2,0.8,1.0,0.8,0.9,,Y,
古茗(温岭耀达下保路店),古茗,九龙汇商业街,92,2.2,4.6,0.9908,4.557,4.557,,,
古茗(马铺路店),古茗,黄氏丽人街购物广场,711,2.2,1.6,0.6728,1.076,1.198,,,
古茗(天台平桥镇广场店),古茗,鑫隆家居商场,738,2.2,0.8,1.0,0.8,0.8,,Y,
古茗(路桥蓬街店),古茗,蓬街镇商业街,270,2.2,1.2,1.0,1.2,1.2,,Y,
古茗(天台天元东街店),古茗,东河路,143,2.2,2.0,1.0,2.0,2.0,,Y,
古茗(温岭横湖中路店),古茗,人人自选商场,668,2.2,0.8,1.0,0.8,0.8,,Y,
古茗(温岭新天地店),古茗,温岭新天地,43,2.2,1.0,0.9332,0.933,0.933,,Y,
麦记牛奶(温岭银泰店),麦记牛奶,银泰百货顾客服务,55,1.4,1.2,0.5445,0.653,0.55,,,
古茗(临海职教店),古茗,台州耀达商场(大洋店),361,2.2,1.8,0.9743,1.754,1.754,,Y,
古茗(温岭二中店),古茗,千禧广场,759,2.2,1.6,1.0,1.6,1.083,,Y,
古茗(路桥金清店),古茗,鼎万佳家具商场,451,2.2,0.2,0.7507,0.15,0.15,,,
茉莉奶白(台州温岭泽国领悦广场店),茉莉奶白,温岭领悦广场购物中心,0,1.5,0.2,0.5904,0.118,0.134,,,
茶百道(台州临海文庆店),茶百道,台州耀达商场(东门后街),68,1.8,1.6,0.7304,1.169,1.169,,,
古茗(黄岩院桥店),古茗,益民商场(院新西路),158,2.2,1.2,1.0,1.2,1.2,,Y,
古茗(温岭新河镇一店),古茗,喜都家具商场,55,2.2,1.0,0.6453,0.645,0.597,,,
古茗(临海市一店),古茗,汇尊烟酒商场(云塘店),452,2.2,2.6,0.7631,1.984,1.607,,,
古茗(泽国购物中心店),古茗,泽国购物中心,103,2.2,1.8,1.0,1.8,1.8,,Y,
古茗(临海桃渚镇2店),古茗,佳美汇购物广场(四岔店),76,2.2,0.4,1.0,0.4,0.4,,Y,
古茗(仙居响石山1店),古茗,响石山路与商业街交叉口,90,2.2,3.0,1.0,3.0,3.0,,,
沪上阿姨·精选茶饮(台州路桥马铺路店),沪上阿姨,黄氏丽人街购物广场,715,1.8,1.6,0.7488,1.198,1.198,,,
古茗(临海银泰负一楼店),古茗,银泰百货(临海店),70,2.2,14.0,0.6201,8.681,7.001,1.24,,Y
CHAGEE霸王茶姬(浙江台州温岭松门岭商天玺中心店),霸王茶姬,松门第一商场,869,2.0,0.8,1.0,0.8,0.8,,Y,
宝圆圆·现炒珍珠奶茶(路桥金清镇人民路店),宝圆圆,鼎万佳家具商场,399,1.3,0.2,0.5917,0.118,0.15,,,
古茗(临海紫薇路店),古茗,耀达百货(靖江店),141,2.2,16.6,0.9079,15.071,14.819,,,
古茗(路桥振屿路店),古茗,新一佳购物广场(桐屿店),88,2.2,1.8,0.8125,1.462,1.273,,Y,
CoCo都可(临海银泰店),CoCo,银泰百货(临海店),42,1.8,14.0,0.5001,7.001,7.001,1.0,,Y
古茗(天台赭溪老街店),古茗,赭溪老街,428,2.2,2.0,0.9293,1.859,1.616,,Y,
茶百道(温岭新河南新街店),茶百道,喜都家具商场,65,1.8,1.0,0.5491,0.549,0.597,,,
蜜雪冰城(紫阳街巾山西路路口店),蜜雪冰城,紫阳街,491,2.5,2.0,0.6356,1.271,1.271,,,
茶百道(台州路桥新安夜市店),茶百道,富仕广场,200,1.8,4.8,0.7534,3.616,3.86,,,
古茗(石塘上马店),古茗,佳宏商业街(佳宏铭苑店),116,2.2,1.0,1.0,1.0,0.9,,Y,
古茗(临海绿化路店),古茗,临海市中心区商业街与大洋中路交叉口,725,2.2,4.0,1.0,4.0,4.0,,,
古茗(临海崇和商城店),古茗,崇和商城南区(崇和商城店),23,2.2,1.4,1.0,1.4,1.4,,Y,
茶百道(临海新耀达店),茶百道,耀达百货(大厦店),121,1.8,14.4,0.7375,10.621,11.98,,,
沪上阿姨·精选茶饮(台州临海花街店),沪上阿姨,耀达百货(靖江店),219,1.8,16.6,0.8775,14.566,14.819,,,
茶百道(临海街心公园店),茶百道,浙江省台州市杜西路步行街,308,1.8,2.4,1.0,2.4,2.4,,Y,
宝圆圆.现炒珍珠奶茶(临海银泰店),宝圆圆,银泰百货(临海店),95,1.3,14.0,0.4176,5.847,7.001,0.8351,,Y
古茗(临海大田一店),古茗,大田百货,79,2.2,1.0,1.0,1.0,1.0,,Y,
古茗(黄岩引泉路二店),古茗,嘉丽阳光广场购物中心,191,2.2,2.0,0.6157,1.231,1.227,,,
宝圆圆·现炒珍珠奶茶(路桥桐屿店),宝圆圆,新一佳购物广场(桐屿店),99,1.3,1.8,0.602,1.084,1.273,,,
古茗(温岭宝龙4楼),古茗,温岭宝龙广场,37,2.2,0.2,0.8426,0.169,0.169,,Y,
麦记牛奶(台州经开万达店),麦记牛奶,万达影城(台州椒江万达店),51,1.4,13.6,0.2982,4.056,5.497,,,
古茗(温岭千禧店),古茗,千禧广场,86,2.2,0.6,0.9429,0.566,1.083,,Y,
古茗(温岭松门淋川店),古茗,平优多自选商场,392,2.2,0.4,1.0,0.4,0.4,,Y,
CoCo都可(仙居吾悦店),CoCo,吾悦广场(台州仙居店),42,1.8,0.2,0.9503,0.19,0.19,,Y,
古茗(临海杜桥牌门路),古茗,南大路与牌门商业街交叉口,60,2.2,1.8,1.0,1.8,1.8,,Y,
茶百道(台州临海银泰城店),茶百道,银泰百货(临海店),59,1.8,14.0,0.4692,6.569,7.001,0.9382,,Y
古茗(临海白云小区店),古茗,耀达百货(大厦店),87,2.2,16.8,0.794,13.339,11.98,,,
古茗(三门首府广场店),古茗,万国·首府广场,41,2.2,0.6,0.8019,0.481,0.46,,Y,
古茗(温岭三星小区店),古茗,世纪广场,73,2.2,6.0,0.9943,5.966,5.966,,,
古茗(温岭楼旗工业区),古茗,楼旗购物中心,538,2.2,0.8,1.0,0.8,0.8,,Y,
古茗(路桥中盛二店),古茗,中盛广场步行街(中盛城市广场店),22,2.2,4.6,0.7186,3.306,3.306,,,
茶百道(台州临海星悦广场店),茶百道,临海伟星星悦广场,64,1.8,1.8,1.0,1.8,1.8,,Y,
蜜雪冰城(台州府城文化旅游区店),蜜雪冰城,耀达家电(回浦路店),72,2.5,2.4,0.8394,2.015,2.015,,Y,
古茗(路桥镇横街店),古茗,横街商场,295,2.2,0.2,1.0,0.2,0.2,,Y,
古茗(三门新兴街店),古茗,浙江省台州市石洋溪步行街,626,2.2,0.0,1.0,0.0,0.0,,Y,
古茗(温岭潘郎一店),古茗,娜娜内衣商城,208,2.2,0.4,1.0,0.4,0.4,,Y,
蜜雪冰城(路桥店),蜜雪冰城,富仕广场,156,2.5,4.8,0.8549,4.104,3.86,,,
古茗(玉环城关小广路),古茗,吾悦广场(台州玉环店),780,2.2,0.0,1.0,0.0,0.0,,Y,
蜜雪冰城(中盛广场肯德基附近北里店),蜜雪冰城,中盛城市广场2期),20,2.5,2.2,0.7548,1.661,1.661,,,
古茗(温岭大溪四店),古茗,佳源豪成贝利商业广场,72,2.2,1.0,1.0,1.0,1.0,,Y,
古茗(泽国领悦广场店),古茗,温岭领悦广场购物中心,43,2.2,0.2,0.7487,0.15,0.134,,,
古茗(黄岩引泉路二店),古茗,嘉丽阳光广场购物中心,182,2.2,2.0,0.6118,1.224,1.227,,,
古茗(椒江鼎诚商业街),古茗,鼎诚商业街,16,2.2,2.0,1.0,2.0,2.0,,Y,
古茗(温岭鸣远路店),古茗,五龙商场,235,2.2,1.4,1.0,1.4,1.4,,Y,
古茗(温岭石粘二店),古茗,温岭城北商业中心,879,2.2,0.0,1.0,0.0,0.0,,Y,
古茗(温岭万达店),古茗,万达广场(温岭店),44,2.2,1.0,1.0,1.0,1.0,,Y,
古茗(天台白鹤店),古茗,商业街与繁华路交叉口,63,2.2,1.0,1.0,1.0,1.0,,Y,
古茗(温岭横峰店),古茗,横峰商业步行街,83,2.2,0.8,1.0,0.8,0.8,,Y,
古茗(路桥鑫悦店),古茗,黄氏丽人街购物广场,886,2.2,2.4,1.0,2.4,1.198,,Y,
古茗(仙居穿城北路店),古茗,仙居商城云裳,937,2.2,1.6,1.0,1.6,1.6,,Y,
茶百道(大洋西路店),茶百道,汇尊烟酒商场(云塘店),443,1.8,1.8,0.6836,1.23,1.607,,,
喜茶(丽水万地广场店),喜茶,丽水万地广场,78,2.0,15.2,0.5297,8.052,6.75,,,
CHAGEE霸王茶姬(浙江丽水万地广场店),霸王茶姬,丽水老街(万地广场店),51,2.0,19.2,0.2724,5.231,5.669,,,
